0.0 	 0.0 
0.02 	 1096.5117610594696 
0.04 	 2292.845425537316 
0.06 	 3538.25804415313 
0.08 	 4778.528407197645 
0.1 	 5960.870688786041 
0.12 	 7038.621196578394 
0.14 	 7975.097405338917 
0.16 	 8746.164339260957 
0.18 	 9341.249542374393 
0.2 	 9762.784693699214 
0.22 	 10024.276287432413 
0.24 	 10147.382323512547 
0.26 	 10158.47202546493 
0.28 	 10085.162857253834 
0.3 	 9953.270968305951 
0.32 	 9784.497123509758 
0.34 	 9595.026089000741 
0.36 	 9395.069855166967 
0.38 	 9189.25632440432 
0.4 	 8977.67043476279 
0.42 	 8757.301400036398 
0.44 	 8523.637791017149 
0.46 	 8272.17590699515 
0.48 	 7999.657043047437 
0.5 	 7704.914937897996 
0.52 	 7389.284929214112 
0.54 	 7056.591382889492 
0.56 	 6712.782147859449 
0.58 	 6365.3132010424215 
0.6 	 6022.401414628038 
0.62 	 5692.259613668442 
0.64 	 5382.40943914883 
0.66 	 5099.139339611861 
0.68 	 4847.143274920813 
0.7 	 4629.345964278334 
0.72 	 4446.896916520484 
0.74 	 4299.300308987279 
0.76 	 4184.641309932502 
0.78 	 4099.870298804659 
0.8 	 4041.1122384616306 
0.82 	 4003.976508819042 
0.84 	 3983.8504842975735 
0.86 	 3976.166457750878 
0.88 	 3976.635528457182 
0.9 	 3981.4439447877317 
0.92 	 3987.4078337627834 
0.94 	 3992.0821831554094 
0.96 	 3993.8202012748575 
0.98 	 3991.7803060712963 
1.0 	 3985.880156382977 
1.02 	 3976.700160905745 
1.04 	 3965.342380136595 
1.06 	 3953.2541761055277 
1.08 	 3942.0289012271523 
1.1 	 3933.1980067862632 
1.12 	 3928.02999951374 
1.14 	 3927.35162276447 
1.16 	 3931.4055200049365 
1.18 	 3939.756528277395 
1.2 	 3951.255732453539 
1.22 	 3964.0675744128807 
1.24 	 3975.760767038914 
1.26 	 3983.4586907800117 
1.28 	 3984.0396417750158 
1.3 	 3974.372184417858 
1.32 	 3951.566495668793 
1.34 	 3913.219605540984 
1.36 	 3857.631446190438 
1.38 	 3783.9700777429393 
1.4 	 3692.3685372063787 
1.42 	 3583.9422490739644 
1.44 	 3460.7242112971867 
1.46 	 3325.52421923199 
1.48 	 3181.72696098309 
1.5 	 3033.050622612923 
1.52 	 2883.2915989205244 
1.54 	 2736.0813616209134 
1.56 	 2594.6784184071666 
1.58 	 2461.8121490787375 
1.6 	 2339.5872043219365 
1.62 	 2229.448503099272 
1.64 	 2132.199127081969 
1.66 	 2048.0578205737893 
1.68 	 1976.7401396645212 
1.7 	 1917.5477419841786 
1.72 	 1869.453455410599 
1.74 	 1831.1747081573137 
1.76 	 1801.2334549564746 
1.78 	 1778.0056682523018 
1.8 	 1759.7667602313843 
1.82 	 1744.7403419616223 
1.84 	 1731.1563977036594 
1.86 	 1717.3216545695236 
1.88 	 1701.7004739389397 
1.9 	 1683.000033790378 
1.92 	 1660.2499800535963 
1.94 	 1632.8649647447696 
1.96 	 1600.6790392327407 
1.98 	 1563.94372988578 
2.0 	 1523.286308194718 
2.02 	 1479.6304206750117 
2.04 	 1434.0868157514926 
2.06 	 1387.8263743870025 
2.08 	 1341.9502343398262 
2.1 	 1297.3720968337211 
2.12 	 1254.725866281555 
2.14 	 1214.308049965753 
2.16 	 1176.0595665635058 
2.18 	 1139.5866185194106 
2.2 	 1104.2158423949418 
2.22 	 1069.0756240508836 
2.24 	 1033.1935312620597 
2.26 	 995.5992745985423 
2.28 	 955.4232411464754 
2.3 	 911.9821205429338 
2.32 	 864.8451095417731 
2.34 	 813.876352857843 
2.36 	 759.2514650058814 
2.38 	 701.4480807417993 
2.4 	 641.212352094083 
2.42 	 579.5051017095844 
2.44 	 517.4328743966943 
2.46 	 456.17027537596095 
2.48 	 396.8805946325695 
2.5 	 340.64166139016186 
2.52 	 288.38309108108155 
2.54 	 240.8396285287077 
2.56 	 198.52332568444936 
2.58 	 161.71509029944602 
2.6 	 130.4740236389783 
2.62 	 104.66123641933527 
2.64 	 83.97372123898823 
2.66 	 67.98347491107987 
2.68 	 56.17737790780749 
2.7 	 47.99420386646725 
2.72 	 42.856324246499426 
2.74 	 40.19494069791739 
2.76 	 39.46879631028668 
2.78 	 40.17712924639204 
2.8 	 41.86806798849652 
2.82 	 44.143742381990386 
2.84 	 46.663182236331636 
2.86 	 49.143716784710364 
2.88 	 51.361200693865754 
2.9 	 53.14908005483245 
2.92 	 54.39613877776289 
2.94 	 55.04274911002221 
2.96 	 55.075564839459 
2.98 	 54.52078893699519 
3.0 	 53.43635468746819 
3.02 	 51.903522376804965 
3.04 	 50.018472607904286 
3.06 	 47.88445765783312 
3.08 	 45.60496412597611 
3.1 	 43.27817257712631 
3.12 	 40.99281182583297 
3.14 	 38.8253355713564 
3.16 	 36.838227209466176 
3.18 	 35.07918068738856 
3.2 	 33.580911412042724 
3.22 	 32.36140784146263 
3.24 	 31.42451855243562 
3.26 	 30.760854940105943 
3.28 	 30.3490524975423 
3.3 	 30.157457579080077 
3.32 	 30.14628594238263 
3.34 	 30.270239683432933 
3.36 	 30.48148545321097 
3.38 	 30.732809990141646 
3.4 	 30.980701000967947 
3.42 	 31.188070354535068 
3.44 	 31.326352553965247 
3.46 	 31.376774489714254 
3.48 	 31.33069242741179 
3.5 	 31.18901118003613 
3.52 	 30.960816853825687 
3.54 	 30.66144783258371 
3.56 	 30.31028346239264 
3.58 	 29.92853911134043 
3.6 	 29.53732193537343 
3.62 	 29.15613382020559 
3.64 	 28.801921882231994 
3.66 	 28.488689531707724 
3.68 	 28.227607430841175 
3.7 	 28.027514038662257 
3.72 	 27.895674031315703 
3.74 	 27.83866782882315 
3.76 	 27.86331000311661 
3.78 	 27.9775289279272 
3.8 	 28.19117457985967 
3.82 	 28.516747381941617 
3.84 	 28.970052915976137 
3.86 	 29.570783552808585 
3.88 	 30.343010733399044 
3.9 	 31.31554617629688 
3.92 	 32.52210421698691 
3.94 	 34.00117905581843 
3.96 	 35.79554733867103 
3.98 	 37.951323324280274 
4.0 	 40.51653241019119 
4.02 	 43.53922609985007 
4.04 	 47.065230203033664 
4.06 	 51.13568707129247 
4.08 	 55.784608896208155 
4.1 	 61.03668995912767 
4.12 	 66.9056219690983 
4.14 	 73.39311490992856 
4.16 	 80.4887502732488 
4.18 	 88.17069582927583 
4.2 	 96.40720851815514 
4.22 	 105.15876417708157 
4.24 	 114.38059694490576 
4.26 	 124.02541798106373 
4.28 	 134.04611356818617 
4.3 	 144.3982871574863 
4.32 	 155.04259015247507 
4.34 	 165.94685933860524 
4.36 	 177.08812293506105 
4.38 	 188.45453671844686 
4.4 	 200.0472612368307 
4.42 	 211.8821970763119 
4.44 	 223.99137394230888 
4.46 	 236.42366417167753 
4.48 	 249.24438775998485 
4.5 	 262.53331812004984 
4.52 	 276.38060563823797 
4.54 	 290.8802247192714 
4.56 	 306.1207291472866 
4.58 	 322.1733737275864 
4.6 	 339.07802184982376 
4.62 	 356.82768973853285 
4.64 	 375.35304054119047 
